,property-location,h-beds,h-baths,info-row price
1478,  Mombasa Road, 6, 4,"KES 750,000 per month"
1479,"  Nairobi Central, Starehe", 4, 4,"KES 40,000 per month"
1480,"  Lavington, Dagoretti North", 3, 3,"KES 95,000 per month"
1481,"  Lavington, Dagoretti North", 3, 2,"KES 300,000 per month"
1482,"  Kilimani, Dagoretti North", 4, 4,"KES 65,000 per month"
1483,"  Karen Ngong Road, Karen, Langata", 5, 4,"KES 55,000 per month"
1484,"  Lavington, Dagoretti North", 4, 4,"KES 300,000 per month"
1485,"  Riverside, Westlands", 2, 4,"KES 90,000 per month"
1486,"  Dagoretti Corner, Dagoretti South", 2, 5,"KES 75,000 per month"
1487,"  Muthaiga Area, Muthaiga", 5, 2,"KES 600,000 per month"
1488,  Mombasa Road, 3, 3,"KES 270,000 per month"
1489,"  Lavington Green, Lavington, Dagoretti North", 3, 4,"KES 400,000 per month"
1490,"  Off Kiambu Road, Ridgeways", 3, 2,"KES 350,000 per month"
1491,"  Gigiri, Westlands", 2, 2,"KES 450,000 per month"
1492,"  Muthangari Drive, Westlands Area, Westlands", 3, 2,"KES 537,370 per month"
1493,"  3Rd Parklands Avenue, Parklands, Westlands", 4, 1,"KES 70,000 per month"
1494,"  Kilimani, Dagoretti North", 2, 3,"KES 60,000 per month"
1495,"  19 Robins Drive, Nairobi, Nyari, Westlands, Nyari, Westlands", 4, 6,"KES 400,000 per month"
1496,"  Lower Kabete Lane, Westlands Area, Westlands", 2, 4,"KES 83,300 per month"
1497,"  Karuna Road, Westlands Area, Westlands", 4, 4,"KES 60,000 per month"
1498,"  Garden Estate, Roysambu", 4, 2,"KES 175,000 per month"
1499,"  Kilimani, Dagoretti North", 4, 2,"KES 200,000 per month"
1500,"  Sheikh Karume, Cbd, Starehe", 5, 4,"KES 30,000 per month"
1501,"  Kilimani, Dagoretti North", 3, 3,"KES 216,000 per month"
1502,"  Garden Estate, Roysambu", 2, 4,"KES 90,000 per month"
1503,"  Parklands, Westlands", 4, 5,"KES 55,000 per month"
1504,"  Mucai Drive, Ngong Road", 2, 2,"KES 350,000 per month"
1505,"  General Mathenge, Westlands", 5, 3,"KES 400,000 per month"
1506,"  Kitisuru, Westlands", 3, 3,"KES 300,000 per month"
1507,"  Bogani Road, Karen, Langata", 4, 3,"KES 200,000 per month"
1508,"  Nakumatt Mega, Cbd, Starehe", 4, 3,"KES 43,000 per month"
1509,"  Phenom Estate, Langata Area, Langata", 5, 3,"KES 75,000 per month"
1510,"  Brookside, Westlands", 1, 3,"KES 170,000 per month"
1511,"  Mpaka Road , Parklands, Westlands", 3, 3,"KES 140,000 per month"
1512,"  Muthangari Drive, Waiyaki Way, Westlands", 4, 3,"KES 170,000 per month"
1513,"  Marula Lane, Karen, Langata", 2, 1,"KES 180,000 per month"
1514,"  Karen Road, Karen, Langata", 4, 1,"KES 187,500 per month"
1515,"  Lavington, Dagoretti North", 5, 2,"KES 250,000 per month"
1516,"  Imara Daima, Embakasi South", 3, 2,"KES 60,000 per month"
1517,"  Cbd, Starehe", 2, 5,"KES 120,000 per month"
1518,"  Naivasha Road, Dagoretti North", 2, 3,"KES 25,000 per month"
1519,"  3Rd Avenue Parklands , Parklands, Westlands", 3, 3,KES 100 per month
1520,"  Lavington, Dagoretti North", 4, 1,"KES 230,000 per month"
1521,  Ngong Road, 2, 3,"KES 35,000 per month"
1522,"  Kilimani, Dagoretti North", 5, 4,"KES 120,000 per month"
1523,"  Karen, Langata", 3, 4,"KES 20,000 per month"
1524,"  Karen Dagoreti Road , Karen, Langata", 4, 2,"KES 40,000 per month"
1525,"  Westlands Area, Westlands", 4, 2,"KES 100,000 per month"
1526,"  Roysambu Area, Roysambu", 3, 4,"KES 18,500 per month"
1527,"  Muthangari Drive, Kitisuru, Westlands", 3, 2,"KES 1,000,000 per month"
1528,  Mombasa Road, 4, 3,KES 55 per month
1529,  Mombasa Road, 5, 4,"KES 118,800 per month"
1530,"  Kileleshwa, Dagoretti North", 2, 1,"KES 60,000 per month"
1531,"  Upper Hill, Langata", 3, 5,"KES 1,800 per month"
1532,"  Baba Dogo Road, Ruaraka", 5, 5,"KES 520,000 per month"
1533,"  Westlands Road, Parklands, Westlands", 4, 3,"KES 20,000 per month"
1534,"  Kilimani, Dagoretti North", 4, 6,"KES 70,000 per month"
1535,"  Kilimani, Dagoretti North", 5, 5,"KES 150,000 per month"
1536,"  Parklands Road, Westlands Area, Westlands", 1, 5,"KES 40,000 per month"
1537,  Ngong Road, 2, 2,"KES 75,000 per month"
1538,"  Waiyaki Way, Westlands", 4, 4,"KES 345,633 per month"
1539,"  Chiromo Road , 07Th Floor, Westlands, Kitisuru, Westlands", 5, 2,"KES 64,524 per month"
1540,"  Kilimani, Dagoretti North", 1, 6,"KES 210,600 per month"
1541,"  Karen, Langata", 4, 2,"KES 18,000 per month"
1542,"  Kirinyaga Road Opp Transnational Bank, Cbd, Starehe", 4, 4,"KES 22,000 per month"
1543,"  Lusaka Rd, Industrial Area, Embakasi North", 4, 1,"KES 46,400 per month"
1544,"  Woodvale Grove, Westlands Area, Westlands", 4, 2,"KES 44,000 per month"
1545,"  Mombasa Road, Industrial Area, Embakasi North", 4, 8,"KES 323,000 per month"
1546,"  Eaton Place, United Nations Crescent,2Nd Floor, Nairobi, Kilimani, Dagoretti North", 4, 2,"KES 38,855 per month"
1547,"  Lusaka Rd, Industrial Area, Embakasi North", 2, 2,"KES 23,200 per month"
1548,"  Riruta, Dagoretti South", 3, 2,"KES 28,500 per month"
1549,  Kiambu Road, 2, 5,"KES 50,000 per month"
1550,"  Garden City, Thika Road", 4, 3,"KES 155,000 per month"
1551,"  Gatundu Road, Kileleshwa, Dagoretti North", 5, 2,"KES 140,000 per month"
1552,"  Fair Acres Road, Karen, Langata", 2, 3,"KES 20,000 per month"
1553,"  Mombasa Rd, Mombasa Road", 2, 4,"KES 127,646 per month"
1554,"  Lavington, Dagoretti North", 4, 2,"KES 230,000 per month"
1555,"  Githurai 44, Githurai, Roysambu", 5, 5,"KES 7,500 per month"
1556,"  Lower Kabete Road, Lower Kabete, Westlands", 3, 4,"KES 13,500 per month"
1557,"  General Mathenge, Westlands", 4, 4,"KES 100,000 per month"
1558,"  5 Robins Drive, Nairobi, Nyari, Westlands", 3, 2,"KES 370,000 per month"
1559,"  Mombasa Rd, Mombasa Road", 4, 5,"KES 136,416 per month"
1560,"  Muthangari Drive , Westlands Area, Westlands", 6, 1,"KES 10,000 per day"
1561,"  Riara Road, Kilimani, Dagoretti North", 3, 4,"KES 100,000 per month"
1562,"  South B, Langata", 2, 5,"KES 20,000 per month"
1563,"  Kilimani, Dagoretti North", 2, 5,"KES 110,000 per month"
1564,  Kiambu Road, 3, 5,"KES 155,000 per month"
1565,"  Lavington Estate, Lavington, Dagoretti North", 1, 3,"KES 220,000 per month"
1566,"  General Mathenge, Westlands", 1, 3,"KES 160,000 per month"
1567,  Mombasa Road, 3, 3,"KES 215,500 per month"
1568,  Ruaraka, 1, 3,"KES 201,782 per month"
1569,"  Lavington Green, Lavington, Dagoretti North", 4, 6,"KES 750,000 per month"
1570,  Ruaraka, 5, 4,"KES 215,760 per month"
1571,"  Lavington, Dagoretti North", 7, 4,"KES 70,000 per month"
1572,"  Kitisuru, Westlands", 4, 5,"KES 450,000 per month"
1573,"  Lavington, Dagoretti North", 4, 6,"KES 330,000 per month"
1574,"  Westlands Area, Westlands", 5, 3,"KES 110,000 per month"
1575,"  Kileleshwa, Dagoretti North", 2, 1,"KES 70,000 per month"
1576,"  Migori Road, Kileleshwa, Dagoretti North", 2, 3,"KES 65,000 per month"
1577,"  Kilimani, Dagoretti North", 4, 5,"KES 80,000 per month"
1578,"  Kilimani, Dagoretti North", 1, 2,"KES 42,000 per month"
1579,"  Chalbi Court, Lavington, Dagoretti North", 1, 3,"KES 150,000 per month"
1580,  Ruaraka, 2, 2,"KES 1,950,000 per month"
1581,  Mombasa Road, 2, 4,"KES 120,000 per month"
1582,"  Runda, Westlands", 3, 5,"KES 250,000 per month"
1583,"  Riverside, Westlands", 3, 3,"KES 105,000 per month"
1584,"  Githunguri Road, Kileleshwa, Dagoretti North", 2, 3,"KES 85,000 per month"
1585,"  Kilimani, Dagoretti North", 2, 5,"KES 55,000 per month"
1586,"  Argwings Kodhek Road, Kilimani, Chaka, Kilimani, Dagoretti North", 2, 3,"KES 180,000 per month"
1587,"  Industrial Area, Embakasi North", 3, 4,"KES 210,000 per month"
1588,"  Kyuna, Westlands", 4, 2,"KES 200,000 per month"
1589,"  Kitisuru, Westlands", 1, 3,"KES 350,000 per day"
1590,"  Hillcrest, Karen, Langata", 2, 4,"KES 460,000 per month"
1591,"  Marula Lane, Karen, Langata", 6, 6,"KES 270,000 per month"
1592,"  Riverside, Westlands", 2, 5,"KES 270,000 per month"
1593,"  Brookside Gardens, Brookside, Westlands", 2, 4,"KES 250,000 per month"
1594,"  Riverside, Westlands", 2, 3,"KES 150,000 per month"
1595,"  Riverside, Westlands", 1, 3,"KES 270,000 per month"
1596,"  Lower Kabete, Westlands", 5, 3,"KES 280,000 per month"
1597,"  Karen, Langata", 1, 4,"KES 350,000 per month"
1598,"  Loresho, Westlands", 3, 2,"KES 60,000 per month"
1599,"  Convent Drive, Lavington, Dagoretti North", 4, 5,"KES 380,000 per month"
1600,"  Roysambu Area, Roysambu", 4, 3,"KES 25,000 per month"
1601,"  Brookside, Westlands", 3, 5,"KES 250,000 per month"
1602,"  Industrial Area, Embakasi North", 3, 3,"KES 300,000 per month"
1603,"  Upper Hill, Langata", 1, 4,"KES 250,000 per month"
1604,"  Industrial Area, Embakasi North", 3, 2,"KES 381,711 per month"
1605,"  Trm Drive, Thika Road", 3, 7,"KES 25,000 per month"
1606,"  Ngara, Starehe", 2, 3,"KES 187,500 per month"
1607,"  Chiromo Road , 07Th Floor, Westlands, Kitisuru, Westlands", 3, 5,"KES 325,042 per month"
1608,  Kiambu Road, 4, 5,"KES 76,000 per month"
1609,"  Rose Avenue, Kilimani, Dagoretti North", 3, 4,"KES 334,730 per month"
1610,"  Upper Hill, Langata", 2, 2,"KES 150,000 per month"
1611,"  Muringa Rd, Kilimani, Dagoretti North", 2, 8,"KES 135,000 per month"
1612,"  Kahawa Wendani,Cleanshelf Supermarket, Kahawa Sukari, Roysambu", 4, 3,"KES 19,000 per month"
1613,"  Parklands Road, Parklands, Westlands", 4, 2,KES 85 per month
1614,"  Westlands Area, Westlands", 2, 6,"KES 210,000 per month"
1615,"  Waterfront Gardens Estate, Waiyaki Way, Nairobi, Loresho, Westlands", 2, 2,"KES 130,000 per month"
1616,"  Karen, Langata", 4, 4,"KES 140,000 per month"
1617,"  Kilimani, Dagoretti North", 5, 5,"KES 120,000 per month"
1618,"  Kilimani, Dagoretti North", 3, 5,"KES 120,000 per month"
1619,"  Lavington, Dagoretti North", 2, 4,"KES 85,000 per month"
1620,"  Kileleshwa, Dagoretti North", 3, 2,"KES 85,000 per month"
1621,"  Kilimani, Dagoretti North", 3, 2,"KES 100,000 per month"
1622,"  Elgeyo Marakwet, Kilimani, Dagoretti North", 5, 4,"KES 55,000 per month"
1623,"  Lavington, Dagoretti North", 4, 3,"KES 350,000 per month"
1624,"  Karen, Langata", 2, 3,"KES 100,000 per month"
1625,"  Parklands, Westlands", 2, 4,"KES 270,000 per month"
1626,"  Rhapta Road, Westlands Area, Westlands", 4, 5,"KES 75,000 per month"
1627,"  Close To Yaya, Kilimani, Dagoretti North", 1, 1,"KES 70,000 per month"
1628,"  Kilimani, Dagoretti North", 1, 6,"KES 65,000 per month"
1629,"  Mimosa, Runda, Westlands", 2, 7,"KES 350,000 per month"
1630,  Kiambu Road, 4, 5,"KES 120,000 per month"
1631,  Mombasa Road, 2, 6,"KES 35,000 per month"
1632,"  Karen, Langata", 4, 4,"KES 80,000 per month"
1633,"  Riverside, Westlands", 3, 5,"KES 100,000 per month"
1634,"  Karen, Langata", 3, 4,"KES 160,000 per month"
1635,"  Riverside Estate, Riverside, Westlands", 4, 5,"KES 265,000 per month"
1636,  Kiambu Road, 2, 4,"KES 170,000 per month"
1637,"  Riverside, Westlands", 2, 5,"KES 84,000 per month"
1638,"  Lantana Road, Rhapta Road, Westlands", 2, 3,"KES 110,000 per month"
1639,"  Kilimani, Dagoretti North", 4, 4,"KES 70,000 per month"
1640,"  Kileleshwa, Dagoretti North", 2, 6,"KES 140,000 per month"
1641,"  Lavington, Dagoretti North", 4, 4,"KES 130,000 per month"
1642,"  Nyari, Westlands", 2, 5,"KES 240,000 per month"
1643,"  Runda, Westlands", 4, 1,"KES 110,000 per month"
1644,"  Waiyaki Way, Westlands", 3, 4,"KES 140,000 per month"
1645,"  Kileleshwa, Dagoretti North", 2, 2,"KES 60,000 per month"
1646,"  Riara Road, Dagoretti North", 3, 5,"KES 150,000 per month"
1647,"  Lavington, Dagoretti North", 2, 6,"KES 85,000 per month"
1648,"  Kilimani, Dagoretti North", 3, 6,"KES 100,000 per month"
1649,"  Riverside, Westlands", 3, 2,"KES 160,000 per month"
1650,"  Waiyaki Way, Westlands", 3, 2,"KES 120,000 per month"
1651,"  Kilimani, Dagoretti North", 1, 1,"KES 90,000 per month"
1652,"  Westlands Area, Westlands", 4, 2,"KES 130,000 per month"
1653,"  Muthaiga North, Kiambu Road", 1, 1,"KES 200,000 per month"
1654,"  Karen, Langata", 3, 4,"KES 290,000 per month"
1655,  Kiambu Road, 2, 2,"KES 65,000 per month"
1656,"  Kilimani, Dagoretti North", 1, 2,"KES 42,000 per month"
1657,"  Runda Mumwe, Runda, Westlands", 4, 3,"KES 280,000 per month"
1658,"  Lavington, Dagoretti North", 3, 4,"KES 250,000 per month"
1659,"  Karen Shopping Center , Karen, Langata", 3, 4,"KES 85,000 per month"
1660,"  Off Gitanga, Lavington, Dagoretti North", 2, 2,"KES 70,000 per month"
1661,"  Lavington, Dagoretti North", 4, 5,"KES 100,000 per month"
1662,"  Parklands, Westlands", 4, 5,"KES 100,000 per month"
1663,"  Bogani Road, Karen, Langata", 4, 3,"KES 42,000 per month"
1664,"  General Mathenge, Kitisuru, Westlands", 4, 3,"KES 180,000 per month"
1665,"  Old Muthaiga, Muthaiga", 2, 4,"KES 230,000 per month"
1666,"  Lavington, Dagoretti North", 5, 3,"KES 250,000 per month"
1667,"  Loresho Ridge, Kitisuru, Westlands", 2, 3,"KES 150,000 per month"
1668,"  Kilimani, Dagoretti North", 3, 3,"KES 70,000 per month"
1669,"  Muthaiga North, Kiambu Road", 6, 5,"KES 180,000 per month"
1670,"  Karen, Langata", 3, 5,"KES 400,000 per month"
1671,"  Kilimani, Dagoretti North", 3, 2,"KES 305,660 per month"
1672,"  Muthaiga North, Runda, Westlands", 5, 2,"KES 200,000 per month"
1673,"  Runda, Westlands", 1, 2,"KES 250,000 per month"
1674,"  Riara Road, Dagoretti North", 3, 2,"KES 45,000 per month"
1675,"  Runda Drive, Gigiri, Westlands", 4, 1,"KES 400,000 per month"
1676,"  Lavington, Dagoretti North", 3, 2,"KES 80,000 per month"
1677,"  Miotoni , Karen, Langata", 4, 4,"KES 550,000 per month"
1678,"  Kilimani, Dagoretti North", 4, 3,"KES 190,000 per month"
1679,"  Riverside, Westlands", 2, 4,"KES 75,000 per month"
1680,"  Lavington, Dagoretti North", 3, 2,"KES 150,000 per month"
1681,"  Parklands, Westlands", 3, 1,"KES 300,000 per month"
1682,"  Church Road, Westlands Area, Westlands", 4, 2,"KES 115,000 per month"
1683,"  Runda Gardens , Runda, Westlands", 4, 2,"KES 225,000 per month"
1684,"  Old Muthaiga, Muthaiga", 5, 4,"KES 350,000 per month"
1685,"  Kitisuru, Westlands", 6, 3,"KES 450,000 per month"
1686,"  Donyo Sabuk, Kitisuru, Westlands", 4, 2,"KES 150,000 per month"
1687,"  Lavington, Dagoretti North", 2, 4,"KES 200,000 per month"
1688,"  Lavington, Dagoretti North", 2, 2,"KES 280,000 per month"
1689,"  Church Road, Mountain View, Westlands", 5, 1,"KES 200,000 per month"
1690,"  Westlands Avenue, Westlands Area, Westlands", 2, 4,"KES 100,000 per month"
1691,"  Runda, Westlands", 2, 2,"KES 400,000 per month"
1692,"  Karen, Langata", 4, 1,"KES 140,000 per month"
1693,"  Runda, Westlands", 4, 2,"KES 200,000 per month"
1694,"  Suguta Road, Kileleshwa, Dagoretti North", 2, 2,"KES 130,000 per month"
1695,"  Kilimani, Dagoretti North", 4, 2,"KES 140,000 per month"
1696,"  River Side Drive, Riverside, Westlands", 5, 5,"KES 90,000 per month"
1697,"  General Mathenge, Kitisuru, Westlands", 5, 5,"KES 140,000 per month"
1698,"  Marist Lane, Karen, Langata", 6, 2,"KES 170,000 per month"
1699,"  Kilimani, Dagoretti North", 1, 1,"KES 85,000 per month"
1700,"  Muthangari, Lavington, Dagoretti North", 2, 2,"KES 85,000 per month"
1701,"  Kilimani, Dagoretti North", 2, 2,"KES 120,000 per month"
1702,"  Riverside, Westlands", 4, 3,"KES 230,000 per month"
1703,"  Peponi Road, Spring Valley, Nairobi, Spring Valley, Westlands", 3, 2,"KES 300,000 per month"
1704,"  State House Road , State House, Dagoretti North", 3, 5,"KES 150,000 per month"
1705,"  Parklands, Westlands", 3, 5,"KES 110,000 per month"
1706,"  Donyo Sabuk, General Mathenge, Westlands", 3, 2,"KES 150,000 per month"
1707,"  Central Drive, Nyari, Westlands", 1, 3,"KES 160,000 per month"
1708,"  Riverside, Westlands", 5, 3,"KES 250,000 per month"
1709,"  Muthangari Drive, Lavington, Nairobi , Lavington, Dagoretti North", 5, 6,"KES 120,000 per month"
1710,"  Runda, Westlands", 5, 2,"KES 350,000 per month"
1711,"  Westlands General Mathenge, Parklands, Westlands", 2, 5,"KES 150,000 per month"
1712,"  Lavington Green, Lavington, Dagoretti North", 2, 2,"KES 400,000 per month"
1713,"  Ole Dume, Kilimani, Dagoretti North", 1, 4,"KES 95,000 per month"
1714,"  Convent Drive, Lavington, Dagoretti North", 4, 1,"KES 120,000 per month"
1715,"  Fourth Ngong Avenue, Upper Hill, Langata", 4, 3,"KES 134,700 per month"
1716,"  Robins Dr, Runda, Westlands", 3, 3,"KES 350,000 per month"
1717,"  Gigiri, Westlands", 3, 5,"KES 200,000 per month"
1718,"  Karen, Langata", 4, 3,"KES 200,000 per month"
1719,"  Kileleshwa, Dagoretti North", 4, 5,"KES 95,000 per month"
1720,"  Church Road, Mountain View, Westlands", 3, 3,"KES 90,000 per month"
1721,"  Mugumo Drive, Runda, Westlands", 4, 4,"KES 300,000 per month"
1722,"  Othelo Rd , Old Muthaiga, Muthaiga", 4, 2,"KES 90,000 per month"
1723,"  Westlands Area, Westlands", 4, 4,"KES 200,000 per month"
1724,"  Lavington, Dagoretti North", 4, 2,"KES 90,000 per month"
1725,"  Kilimani, Dagoretti North", 5, 6,"KES 65,000 per month"
1726,"  Riverside, Westlands", 3, 2,"KES 80,000 per month"
1727,"  Lavington, Dagoretti North", 3, 3,"KES 350,000 per month"
1728,"  Dik Dik Lane, Kileleshwa, Dagoretti North", 2, 6,"KES 155,000 per month"
1729,"  Riverside, Westlands", 3, 2,"KES 350,000 per month"
1730,"  Fourth Ngong Avenue, Upper Hill, Langata", 2, 2,"KES 289,000 per month"
1731,"  Valley Arcade, Dagoretti North", 4, 7,"KES 85,000 per month"
1732,"  1St Parklands , Westlands Area, Westlands", 4, 2,"KES 110,000 per month"
1733,"  Lavington, Dagoretti North", 4, 3,"KES 370,000 per month"
1734,"  Riverside, Westlands", 3, 2,"KES 200,000 per month"
1735,"  Muthainga North, Muthaiga Area, Muthaiga", 3, 3,"KES 220,000 per month"
1736,"  Kilimani, Dagoretti North", 4, 4,"KES 100,000 per month"
1737,"  Kileleshwa, Dagoretti North", 5, 3,"KES 8,500,000 per month"
1738,"  Peponi Rd, Westlands Area, Westlands", 1, 2,"KES 350,000 per month"
1739,"  Rhapta Road, Parklands, Westlands", 4, 3,"KES 110,000 per month"
1740,"  Lavington Green, Lavington, Dagoretti North", 4, 6,"KES 320,000 per month"
1741,"  General Mathenge, Westlands", 5, 4,"KES 150,000 per month"
1742,"  Lavington, Dagoretti North", 5, 5,"KES 180,000 per month"
1743,"  Ruaka Drive, Runda, Westlands", 3, 4,"KES 130,000 per month"
1744,"  Muthaiga, Muthaiga Area, Muthaiga", 3, 4,"KES 230,000 per month"
1745,"  Lavington, Dagoretti North", 3, 4,"KES 100,000 per month"
1746,"  Riverside, Westlands", 4, 3,"KES 280,000 per month"
1747,"  Muringa Road, Kilimani, Dagoretti North", 4, 1,"KES 140,000 per month"
1748,"  Lavington, Dagoretti North", 4, 6,"KES 150,000 per month"
1749,"  Westlands, Westlands Area, Westlands", 4, 2,"KES 160,000 per month"
1750,"  Kileleshwa, Dagoretti North", 5, 2,"KES 450,000 per month"
1751,"  Lavington, Dagoretti North", 2, 5,"KES 210,000 per month"
1752,"  Kileleshwa, Dagoretti North", 5, 3,"KES 450,000 per month"
1753,"  Kasuku Drive, Karen, Langata", 3, 2,"KES 350,000 per month"
1754,"  Brookside Drive , Brookside, Westlands", 4, 3,"KES 150,000 per month"
1755,"  Karen, Langata", 3, 1,"KES 75,000 per month"
1756,"  General Mathenge Road, General Mathenge, Westlands", 4, 1,"KES 165,000 per month"
1757,"  Parklands, Westlands", 5, 4,"KES 80,000 per month"
1758,"  Runda, Westlands", 1, 2,"KES 300,000 per month"
1759,"  Westlands Area, Westlands", 4, 8,"KES 180,000 per month"
1760,"  Karen, Langata", 4, 3,"KES 230,000 per month"
1761,"  Dennis Pritt, Dagoretti North", 3, 3,"KES 160,000 per month"
1762,"  Riverside Drive, Riverside, Westlands", 9, 2,"KES 340,000 per month"
1763,  Kiambu Road, 4, 3,"KES 100,000 per month"
1764,"  Parklands, Westlands", 4, 4,"KES 170,000 per month"
1765,"  Westlands Area, Westlands", 4, 2,"KES 90,000 per month"
1766,"  Lavington, Dagoretti North", 1, 3,"KES 70,000 per month"
1767,"  Lavington, Dagoretti North", 3, 6,"KES 380,000 per month"
1768,"  Church Road, Waiyaki Way, Westlands", 3, 5,"KES 260,000 per month"
1769,"  Kileleshwa, Dagoretti North", 7, 4,"KES 75,000 per month"
1770,"  Road C - Industrial Area , Industrial Area, Embakasi North", 4, 4,"KES 378,000 per month"
1771,"  General Mathenge, Westlands", 2, 2,"KES 400,000 per month"
1772,"  Rhapta Road, Westlands", 3, 5,"KES 150,000 per month"
1773,"  Industrial Area, Embakasi North", 2, 8,"KES 250,000 per month"
1774,"  Runda, Westlands", 3, 4,"KES 300,000 per month"
1775,"  Lavington, Dagoretti North", 4, 5,"KES 250,000 per month"
1776,"  Kileleshwa, Dagoretti North", 4, 1,"KES 80,000 per month"
1777,"  Mukinduri Rd, Karen, Langata", 4, 4,"KES 50,000 per month"
1778,"  Evergreen Runda, Runda, Westlands", 2, 2,"KES 400,000 per month"
1779,"  Runda Grove, Runda, Westlands", 1, 4,"KES 850,000 per month"
1780,"  Kilimani, Dagoretti North", 4, 3,"KES 55,000 per month"
1781,"  Fourways Junction, Kiambu Road", 2, 4,"KES 150,000 per month"
1782,"  Loresho, Westlands", 3, 5,"KES 170,000 per month"
1783,"  Kenbelt Industrial Park, Mombasa Road", 6, 4,KES 30 per month
1784,"  General Mathenge , Kitisuru, Westlands", 4, 5,"KES 150,000 per month"
1785,"  Westlands Area, Westlands", 5, 6,"KES 156,000 per month"
1786,"  Third Ngong Avenue, Upper Hill, Langata", 6, 2,"KES 405,000 per month"
1787,"  Kileleshwa, Dagoretti North", 3, 4,"KES 125,000 per month"
1788,"  Muthaiga Road, Old Muthaiga, Muthaiga", 5, 2,"KES 600,000 per month"
1789,"  Lavington Green, Lavington, Dagoretti North", 3, 5,"KES 230,000 per month"
1790,"  Lower Kabete, Westlands", 4, 6,"KES 75,000 per month"
1791,"  Loresho, Westlands", 3, 2,"KES 65,000 per month"
1792,"  Dennis Pritt Rod, Kilimani, Dagoretti North", 2, 5,"KES 260,000 per month"
1793,"  5Th Avenue, Parklands, Westlands", 4, 5,"KES 150,000 per month"
1794,"  Kaptagat Grove, Loresho, Westlands", 4, 6,"KES 450,000 per month"
1795,"  New Kitisuru, New Kitusuru, Westlands", 5, 3,"KES 95,000 per month"
1796,"  Loresho , Kitisuru, Westlands", 4, 4,"KES 60,000 per month"
1797,"  General Mathenge Road, General Mathenge, Westlands", 2, 6,"KES 300,000 per month"
1798,"  Lavington, Dagoretti North", 4, 6,"KES 200,000 per month"
1799,"  Maua Close - Off Parklands Road , Westlands Area, Westlands", 5, 3,"KES 90,000 per month"
1800,"  Riverside Drive , Riverside, Westlands", 3, 1,"KES 90,000 per month"
1801,"  Mbagathi Way, Madaraka, Langata", 5, 6,"KES 110,000 per month"
1802,"  Ole Dume , Kilimani, Dagoretti North", 4, 4,"KES 100,000 per month"
1803,  Mombasa Road, 4, 4,KES 55 per month
1804,"  Safari Park Avenue, Thome, Roysambu", 2, 7,"KES 120,000 per month"
1805,"  Brookside, Westlands", 3, 5,"KES 180,000 per month"
1806,"  Karen, Langata", 4, 2,"KES 90,000 per month"
1807,"  Parklands, Westlands", 4, 5,"KES 60,000 per month"
1808,"  Loresho, Westlands", 2, 4,"KES 65,000 per month"
1809,"  Waiyaki Way, Westlands", 1, 4,"KES 80,000 per month"
1810,"  Industrial Area, Embakasi North", 4, 1,KES 70 per month
1811,"  Runda, Westlands", 3, 5,"KES 150,000 per month"
1812,"  Riverside, Westlands", 4, 2,"KES 80,000 per month"
1813,"  Kilimani, Dagoretti North", 3, 5,"KES 80,000 per month"
1814,"  Mwanzi Road, Westlands Area, Westlands", 2, 1,"KES 670,000 per month"
1815,"  Runda, Westlands", 3, 4,"KES 120,000 per month"
1816,"  Parklands, Westlands", 1, 3,"KES 100,000 per month"
1817,  Mombasa Road, 3, 1,"KES 323,000 per month"
1818,  Mombasa Road, 7, 4,"KES 322,825 per month"
1819,  Mombasa Road, 1, 4,"KES 421,800 per month"
1820,"  Kilimani, Dagoretti North", 1, 3,"KES 300,000 per month"
1821,"  Fourth Ngong Avenue, Upper Hill, Langata", 2, 3,"KES 122,800 per month"
1822,"  Rosslyn, Westlands", 4, 3,"KES 400,000 per month"
1823,"  Upper Hill, Langata", 1, 4,KES 120 per month
1824,"  Lantana Road, Westlands Area, Westlands", 4, 1,"KES 780,000 per month"
1825,"  Waiyaki Way, Westlands", 3, 3,"KES 696,000 per month"
1826,  Ridgeways, 2, 3,"KES 300,000 per month"
1827,  Mombasa Road, 1, 2,KES 35 per month
1828,  Mombasa Road, 2, 4,KES 33 per month
1829,"  Runda, Westlands", 1, 2,"KES 200,000 per month"
1830,"  General Mathenge, Westlands", 4, 3,"KES 450,000 per month"
1831,"  Roysambu Area, Roysambu", 3, 3,"KES 25,000 per month"
1832,"  Ngong Road, Kilimani, Dagoretti North", 2, 2,"KES 240,000 per month"
1833,  Mombasa Road, 6, 4,KES 75 per month
1834,"  Near Standard Media Group, Mombasa Road", 4, 4,"KES 210,000 per month"
1835,"  Parklands Road, Westlands Area, Westlands", 5, 4,KES 120 per month
1836,"  Nyari, Westlands", 3, 1,"KES 299,000 per month"
1837,"  Near Standard Media Group , Mombasa Road", 5, 2,"KES 231,000 per month"
1838,"  Naivasha Avenue, Old Muthaiga, Muthaiga", 1, 5,"KES 140,000 per month"
1839,"  Industrial Area, Embakasi North", 4, 5,KES 38 per month
1840,"  Roysambu Area, Roysambu", 3, 2,"KES 18,000 per month"
1841,"  Near Parkside Towers ( Airtel Kenya) , Mombasa Road", 2, 5,"KES 73,500 per month"
1842,"  Naivasha Road, Dagoretti North", 3, 3,"KES 50,000 per month"
1843,"  Kilimani, Dagoretti North", 1, 3,"KES 70,000 per month"
1844,"  Riara Road, Kilimani, Dagoretti North", 5, 7,"KES 130,000 per month"
